iteration,best_accuracy,lr,dropout,hidden_dim,batch_size,weight_decay
1,0.9906,0.000489,0.2,256,64,0.000273
2,0.9928,0.0005,0.223175,256,64,0.000388
3,0.9928,0.0005,0.223175,256,64,0.000388
4,0.9928,0.0005,0.223175,256,64,0.000388
5,0.9928,0.0005,0.223175,256,64,0.000388
6,0.9928,0.0005,0.223175,256,64,0.000388
7,0.9928,0.0005,0.223175,256,64,0.000388
8,0.9928,0.0005,0.223175,256,64,0.000388
9,0.9928,0.0005,0.223175,256,64,0.000388
10,0.9928,0.0005,0.223175,256,64,0.000388
